Wenner array£¨¦Á£©
  0.2000
1
242
0
0
0	0.2	36.83214
0.2	0.2	39.73363
0.4	0.2	36.70462
0.6	0.2	36.63002
0.8	0.2	40.26349
1	0.2	35.86414
1.2	0.2	38.60407
1.4	0.2	37.44838
1.6	0.2	36.6177
1.8	0.2	34.35194
2	0.2	34.24766
2.2	0.2	39.9331
2.4	0.2	30.66702
2.6	0.2	41.16396
2.8	0.2	38.54571
3	0.2	49.60894
3.2	0.2	57.02353
3.4	0.2	61.25476
3.6	0.2	56.27384
3.8	0.2	66.41237
4	0.2	64.98872
4.2	0.2	72.96183
4.4	0.2	78.24041
4.6	0.2	78.71806
4.8	0.2	83.21631
5	0.2	86.69163
5.2	0.2	85.57569
5.4	0.2	90.97838
5.6	0.2	89.49101
5.8	0.2	90.46714
6	0.2	85.60344
6.2	0.2	97.20412
6.4	0.2	101.73892
6.6	0.2	105.97545
6.8	0.2	104.64772
7	0.2	116.38498
7.2	0.2	109.81818
0	0.4	57.45183
0.2	0.4	57.8513
0.4	0.4	52.27221
0.6	0.4	52.63194
0.8	0.4	55.45394
1	0.4	54.05325
1.2	0.4	52.60015
1.4	0.4	48.15271
1.6	0.4	46.55706
1.8	0.4	46.55989
2	0.4	47.26573
2.2	0.4	47.28746
2.4	0.4	48.15395
2.6	0.4	49.89186
2.8	0.4	51.88704
3	0.4	53.23236
3.2	0.4	50.63795
3.4	0.4	50.1542
3.6	0.4	58.76006
3.8	0.4	58.02433
4	0.4	60.54603
4.2	0.4	60.01244
4.4	0.4	60.91422
4.6	0.4	65.02109
4.8	0.4	69.96021
5	0.4	76.17236
5.2	0.4	77.30173
5.4	0.4	75.13392
5.6	0.4	82.86046
5.8	0.4	92.96139
6	0.4	94.77793
6.2	0.4	94.56909
6.4	0.4	96.69527
6.6	0.4	110.9493
0	0.6	70.9761
0.2	0.6	66.51765
0.4	0.6	65.57417
0.6	0.6	67.69925
0.8	0.6	67.0793
1	0.6	67.16551
1.2	0.6	62.28934
1.4	0.6	65.37054
1.6	0.6	61.08328
1.8	0.6	59.28761
2	0.6	59.2831
2.2	0.6	59.23128
2.4	0.6	58.87528
2.6	0.6	57.6832
2.8	0.6	59.2608
3	0.6	60.93393
3.2	0.6	61.05402
3.4	0.6	63.93167
3.6	0.6	59.97621
3.8	0.6	61.88708
4	0.6	55.78063
4.2	0.6	64.7427
4.4	0.6	62.94962
4.6	0.6	69.04732
4.8	0.6	69.97228
5	0.6	76.46239
5.2	0.6	74.1502
5.4	0.6	79.73582
5.6	0.6	83.84059
5.8	0.6	87.55489
6	0.6	96.51255
0	0.8	76.14557
0.2	0.8	78.19966
0.4	0.8	74.00531
0.6	0.8	76.10979
0.8	0.8	76.18085
1	0.8	79.85517
1.2	0.8	72.1728
1.4	0.8	76.67761
1.6	0.8	70.35497
1.8	0.8	68.20031
2	0.8	68.07099
2.2	0.8	69.97716
2.4	0.8	74.28318
