Wenner array£¨¦Á£©
  0.2000
1
229
0
0
0	0.2	146.4858057
0.2	0.2	132.3877314
0.4	0.2	134.6339314
0.6	0.2	127.9918571
0.8	0.2	111.5012571
1	0.2	109.08736
1.2	0.2	96.0734
1.4	0.2	91.34703429
1.6	0.2	86.78918286
1.8	0.2	83.92142286
2	0.2	90.04307429
2.2	0.2	98.67820571
2.4	0.2	103.4068743
2.6	0.2	122.9955371
2.8	0.2	121.8169886
3	0.2	132.4919771
3.2	0.2	143.54788
3.4	0.2	147.1784457
3.6	0.2	144.87288
3.8	0.2	145.84744
4	0.2	143.3175086
4.2	0.2	136.3540629
4.4	0.2	129.5976914
4.6	0.2	115.0258
4.8	0.2	106.6993886
5	0.2	93.61832571
5.2	0.2	85.03705714
5.4	0.2	79.66665143
5.6	0.2	88.01189143
5.8	0.2	81.78709714
6	0.2	81.63630857
6.2	0.2	95.63591429
6.4	0.2	104.0012114
6.6	0.2	117.33524
6.8	0.2	127.5502286
7	0.2	128.4475543
7.2	0.2	138.0916743
0	0.4	103.2973657
0.2	0.4	104.1548743
0.4	0.4	92.59345714
0.6	0.4	84.34089714
0.8	0.4	80.93816
1	0.4	74.91437143
1.2	0.4	72.74830857
1.4	0.4	68.46442857
1.6	0.4	63.12718286
1.8	0.4	87.47338286
2.2	0.4	72.73871429
2.4	0.4	79.38093143
3	0.4	110.1933714
3.2	0.4	118.0814914
3.4	0.4	117.95452
3.6	0.4	118.4431429
3.8	0.4	117.7427257
4	0.4	110.3109143
4.2	0.4	97.53405714
4.4	0.4	92.37228571
4.6	0.4	88.86626857
4.8	0.4	79.57246286
5	0.4	67.26959429
5.2	0.4	66.61989143
5.4	0.4	69.79145714
5.6	0.4	65.96318857
5.8	0.4	65.27710857
6	0.4	71.96855429
6.2	0.4	81.56542857
6.4	0.4	93.09098286
6.6	0.4	99.12532
0	0.6	91.07913143
0.2	0.6	90.29701143
0.4	0.6	87.42652
0.6	0.6	88.32761143
0.8	0.6	85.57831429
1	0.6	76.02718286
1.2	0.6	81.39081714
1.4	0.6	79.25514857
1.8	0.6	77.08721143
2	0.6	91.56674857
2.2	0.6	82.98633714
2.6	0.6	96.95028
3	0.6	91.19149143
3.2	0.6	98.39491429
3.4	0.6	97.53104
3.6	0.6	97.70582286
3.8	0.6	97.30128571
4	0.6	96.27335429
4.2	0.6	91.22749714
4.4	0.6	90.40029714
4.6	0.6	88.12678857
4.8	0.6	84.72582857
5	0.6	82.06919429
5.2	0.6	78.84698857
5.4	0.6	76.62473714
5.6	0.6	77.10451429
5.8	0.6	78.76706286
6	0.6	84.8324
0	0.8	97.8996
0.2	0.8	96.13508571
0.4	0.8	92.33145143
0.6	0.8	101.0463714
0.8	0.8	87.61825143
1	0.8	90.73757714
1.4	0.8	85.14541143
1.6	0.8	95.06250286
1.8	0.8	97.61698857
2	0.8	90.53011429
2.4	0.8	97.01744
2.6	0.8	95.81298857
3	0.8	90.68879429
3.2	0.8	94.27235429
3.4	0.8	98.68315429
3.6	0.8	97.85285714
3.8	0.8	97.34393143
4	0.8	100.9772914
4.2	0.8	97.40640571
4.4	0.8	96.73569143
4.6	0.8	94.65201143
4.8	0.8	93.99343429
5	0.8	91.18562857
5.2	0.8	90.76844571
5.4	0.8	91.21604
0	1	112.5332114
0.2	1	102.3746914
0.4	1	101.2213714
0.6	1	101.5777714
1	1	92.80665143
1.2	1	101.7888914
1.4	1	103.4098343
1.6	1	109.4550971
1.8	1	101.7394114
2.2	1	103.97812
2.4	1	104.5947371
